
  0%|                                                                                                                                                                                                                                                                                               | 0/100 [00:00<?, ?it/s]/home/icl2/anaconda3/lib/python3.10/site-packages/torch/cuda/memory.py:330: FutureWarning: torch.cuda.reset_max_memory_allocated now calls torch.cuda.reset_peak_memory_stats, which resets /all/ peak memory stats.
tensor(1.7796, device='cuda:0')
tensor(1.7323, device='cuda:0')
tensor(1.7641, device='cuda:0')
tensor(1.7665, device='cuda:0')
tensor(1.7539, device='cuda:0')
tensor(1.7894, device='cuda:0')
tensor(1.7522, device='cuda:0')
tensor(1.6721, device='cuda:0')
tensor(1.6743, device='cuda:0')
tensor(1.7162, device='cuda:0')
tensor(1.7611, device='cuda:0')
tensor(1.7496, device='cuda:0')
tensor(1.7645, device='cuda:0')
tensor(1.7780, device='cuda:0')
tensor(1.7571, device='cuda:0')
tensor(1.7576, device='cuda:0')
tensor(1.7359, device='cuda:0')
tensor(1.7172, device='cuda:0')
tensor(1.7049, device='cuda:0')
tensor(1.6602, device='cuda:0')
tensor(1.6882, device='cuda:0')
tensor(1.7374, device='cuda:0')
tensor(1.7447, device='cuda:0')
tensor(1.6647, device='cuda:0')
tensor(1.6597, device='cuda:0')
tensor(1.6133, device='cuda:0')
tensor(1.6368, device='cuda:0')
tensor(1.5644, device='cuda:0')
tensor(1.5772, device='cuda:0')
tensor(1.5587, device='cuda:0')
tensor(1.4493, device='cuda:0')
tensor(1.4709, device='cuda:0')
tensor(1.3941, device='cuda:0')
tensor(1.4631, device='cuda:0')
tensor(1.5109, device='cuda:0')
tensor(1.4450, device='cuda:0')
tensor(1.4321, device='cuda:0')
tensor(1.4326, device='cuda:0')
tensor(1.4427, device='cuda:0')
tensor(1.4338, device='cuda:0')
tensor(1.4038, device='cuda:0')
tensor(1.3697, device='cuda:0')
tensor(1.3885, device='cuda:0')
tensor(1.3066, device='cuda:0')
tensor(1.2763, device='cuda:0')
tensor(1.2468, device='cuda:0')
tensor(1.2410, device='cuda:0')
tensor(1.2860, device='cuda:0')
tensor(1.2132, device='cuda:0')
tensor(1.1930, device='cuda:0')
tensor(1.2193, device='cuda:0')
tensor(1.1948, device='cuda:0')
tensor(1.0864, device='cuda:0')
tensor(1.1151, device='cuda:0')
tensor(1.0433, device='cuda:0')
tensor(1.0613, device='cuda:0')
tensor(1.0108, device='cuda:0')
tensor(1.0565, device='cuda:0')
tensor(1.0280, device='cuda:0')
tensor(0.9155, device='cuda:0')
tensor(0.8824, device='cuda:0')
tensor(0.9417, device='cuda:0')
tensor(0.8444, device='cuda:0')
tensor(0.8125, device='cuda:0')
tensor(0.8089, device='cuda:0')
tensor(0.7080, device='cuda:0')
tensor(0.7729, device='cuda:0')
tensor(0.7305, device='cuda:0')
tensor(0.7586, device='cuda:0')
tensor(0.7489, device='cuda:0')
tensor(0.6662, device='cuda:0')
tensor(0.6828, device='cuda:0')
tensor(0.6452, device='cuda:0')
tensor(0.5832, device='cuda:0')
tensor(0.5765, device='cuda:0')
tensor(0.5838, device='cuda:0')
tensor(0.5138, device='cuda:0')
tensor(0.4768, device='cuda:0')
tensor(0.5518, device='cuda:0')
tensor(0.5048, device='cuda:0')
tensor(0.4778, device='cuda:0')
tensor(0.4887, device='cuda:0')
tensor(0.4604, device='cuda:0')
tensor(0.4439, device='cuda:0')
tensor(0.4250, device='cuda:0')
tensor(0.3754, device='cuda:0')
tensor(0.3961, device='cuda:0')
tensor(0.2883, device='cuda:0')
tensor(0.2986, device='cuda:0')
tensor(0.3096, device='cuda:0')
tensor(0.2135, device='cuda:0')
tensor(0.2231, device='cuda:0')
tensor(0.2291, device='cuda:0')
tensor(0.2087, device='cuda:0')
tensor(0.2211, device='cuda:0')
tensor(0.1915, device='cuda:0')
tensor(0.1580, device='cuda:0')
tensor(0.1503, device='cuda:0')
tensor(0.0872, device='cuda:0')
tensor(0.0889, device='cuda:0')
tensor(0.1415, device='cuda:0')
tensor(0.1164, device='cuda:0')
tensor(0.0629, device='cuda:0')
tensor(0.0459, device='cuda:0')
tensor(0.0690, device='cuda:0')
tensor(0.0681, device='cuda:0')
tensor(0.0282, device='cuda:0')
tensor(0.0407, device='cuda:0')
tensor(0.0300, device='cuda:0')
tensor(0.0282, device='cuda:0')
tensor(0.0240, device='cuda:0')
Backend QtAgg is interactive backend. Turning interactive mode on.
0 2.892578125 0.05 6.7421875
inversion time : 69.96736097335815
  1%|██▊                                                                                                                                                                                                                                                                                  | 1/100 [01:16<2:06:58, 76.95s/it]/home/icl2/anaconda3/lib/python3.10/site-packages/torch/cuda/memory.py:330: FutureWarning: torch.cuda.reset_max_memory_allocated now calls torch.cuda.reset_peak_memory_stats, which resets /all/ peak memory stats.
  warnings.warn(
start, NMSE : 0.0360107421875
1, NMSE : 0.0360107421875, lr : 0.05
tensor(0.5929, device='cuda:0') tensor(0.4870, device='cuda:0')
2, NMSE : 0.03436279296875, lr : 0.05
tensor(0.5580, device='cuda:0') tensor(0.4956, device='cuda:0')
3, NMSE : 0.0328369140625, lr : 0.05
tensor(0.4811, device='cuda:0') tensor(0.4872, device='cuda:0')
4, NMSE : 0.031463623046875, lr : 0.05
tensor(0.4582, device='cuda:0') tensor(0.4540, device='cuda:0')
5, NMSE : 0.0301971435546875, lr : 0.05
tensor(0.4368, device='cuda:0') tensor(0.3268, device='cuda:0')
6, NMSE : 0.02899169921875, lr : 0.05
tensor(0.3606, device='cuda:0') tensor(0.4391, device='cuda:0')
7, NMSE : 0.0279541015625, lr : 0.05
tensor(0.3188, device='cuda:0') tensor(0.4837, device='cuda:0')
8, NMSE : 0.0269317626953125, lr : 0.05
tensor(0.2804, device='cuda:0') tensor(0.5130, device='cuda:0')
9, NMSE : 0.0260162353515625, lr : 0.05
tensor(0.2483, device='cuda:0') tensor(0.4973, device='cuda:0')
10, NMSE : 0.0251617431640625, lr : 0.05
tensor(0.2303, device='cuda:0') tensor(0.5018, device='cuda:0')
11, NMSE : 0.0243682861328125, lr : 0.05
tensor(0.1983, device='cuda:0') tensor(0.4654, device='cuda:0')
12, NMSE : 0.0236358642578125, lr : 0.05
tensor(0.1871, device='cuda:0') tensor(0.4567, device='cuda:0')
13, NMSE : 0.02294921875, lr : 0.05
tensor(0.1550, device='cuda:0') tensor(0.5298, device='cuda:0')
14, NMSE : 0.0223236083984375, lr : 0.05
tensor(0.1462, device='cuda:0') tensor(0.5411, device='cuda:0')
15, NMSE : 0.0217437744140625, lr : 0.05
tensor(0.1347, device='cuda:0') tensor(0.5431, device='cuda:0')
16, NMSE : 0.021148681640625, lr : 0.05
tensor(0.1223, device='cuda:0') tensor(0.5190, device='cuda:0')
17, NMSE : 0.0206298828125, lr : 0.05
tensor(0.1103, device='cuda:0') tensor(0.5042, device='cuda:0')
18, NMSE : 0.020172119140625, lr : 0.05
tensor(0.1000, device='cuda:0') tensor(0.4850, device='cuda:0')
19, NMSE : 0.01971435546875, lr : 0.05
tensor(0.0925, device='cuda:0') tensor(0.4966, device='cuda:0')
20, NMSE : 0.019287109375, lr : 0.05
tensor(0.0858, device='cuda:0') tensor(0.4713, device='cuda:0')
21, NMSE : 0.0188751220703125, lr : 0.05
tensor(0.0821, device='cuda:0') tensor(0.3691, device='cuda:0')
22, NMSE : 0.01849365234375, lr : 0.05
tensor(0.0810, device='cuda:0') tensor(0.2752, device='cuda:0')
23, NMSE : 0.018157958984375, lr : 0.05
tensor(0.0633, device='cuda:0') tensor(0.4531, device='cuda:0')
24, NMSE : 0.017791748046875, lr : 0.05
tensor(0.0548, device='cuda:0') tensor(0.3497, device='cuda:0')
25, NMSE : 0.017486572265625, lr : 0.05
tensor(0.0527, device='cuda:0') tensor(0.4175, device='cuda:0')
26, NMSE : 0.0171661376953125, lr : 0.05
tensor(0.0423, device='cuda:0') tensor(0.2837, device='cuda:0')
27, NMSE : 0.016876220703125, lr : 0.05
tensor(0.0518, device='cuda:0') tensor(0.2329, device='cuda:0')
28, NMSE : 0.0166015625, lr : 0.05
tensor(0.0328, device='cuda:0') tensor(0.0682, device='cuda:0')
29, NMSE : 0.0163421630859375, lr : 0.05
tensor(0.0557, device='cuda:0') tensor(0.1789, device='cuda:0')
30, NMSE : 0.0160980224609375, lr : 0.05
tensor(0.0398, device='cuda:0') tensor(0.0892, device='cuda:0')
31, NMSE : 0.0158538818359375, lr : 0.05
tensor(0.0746, device='cuda:0') tensor(0.0459, device='cuda:0')
32, NMSE : 0.015625, lr : 0.05
tensor(0.0566, device='cuda:0') tensor(0.0271, device='cuda:0')
33, NMSE : 0.015411376953125, lr : 0.05
tensor(0.0992, device='cuda:0') tensor(0.0446, device='cuda:0')
34, NMSE : 0.01520538330078125, lr : 0.05
tensor(0.0762, device='cuda:0') tensor(0.0440, device='cuda:0')
35, NMSE : 0.01502227783203125, lr : 0.05
tensor(0.0505, device='cuda:0') tensor(0.0375, device='cuda:0')
36, NMSE : 0.01483154296875, lr : 0.05
tensor(0.0511, device='cuda:0') tensor(0.0558, device='cuda:0')
37, NMSE : 0.01465606689453125, lr : 0.05
tensor(0.0393, device='cuda:0') tensor(0.0638, device='cuda:0')
38, NMSE : 0.01448822021484375, lr : 0.05
tensor(0.0432, device='cuda:0') tensor(0.0496, device='cuda:0')
39, NMSE : 0.01432037353515625, lr : 0.05
tensor(0.1077, device='cuda:0') tensor(0.0321, device='cuda:0')
40, NMSE : 0.01416778564453125, lr : 0.05
tensor(0.1127, device='cuda:0') tensor(0.0194, device='cuda:0')
41, NMSE : 0.014007568359375, lr : 0.05
tensor(0.2725, device='cuda:0') tensor(0.0303, device='cuda:0')
42, NMSE : 0.01387786865234375, lr : 0.05
tensor(0.1708, device='cuda:0') tensor(0.0309, device='cuda:0')
43, NMSE : 0.01372528076171875, lr : 0.05
tensor(0.1217, device='cuda:0') tensor(0.0276, device='cuda:0')
44, NMSE : 0.0135955810546875, lr : 0.05
tensor(0.1786, device='cuda:0') tensor(0.0181, device='cuda:0')
45, NMSE : 0.0134429931640625, lr : 0.05
tensor(0.3802, device='cuda:0') tensor(0.0313, device='cuda:0')
46, NMSE : 0.0133514404296875, lr : 0.05
tensor(0.1491, device='cuda:0') tensor(0.0363, device='cuda:0')
47, NMSE : 0.0131988525390625, lr : 0.05
tensor(0.0292, device='cuda:0') tensor(0.0323, device='cuda:0')
48, NMSE : 0.01311492919921875, lr : 0.05
tensor(0.0713, device='cuda:0') tensor(0.0312, device='cuda:0')
49, NMSE : 0.01300048828125, lr : 0.05
tensor(0.1410, device='cuda:0') tensor(0.0109, device='cuda:0')
50, NMSE : 0.01287841796875, lr : 0.05
tensor(0.6326, device='cuda:0') tensor(0.0329, device='cuda:0')
51, NMSE : 0.01280975341796875, lr : 0.05
tensor(0.0681, device='cuda:0') tensor(0.0643, device='cuda:0')
52, NMSE : 0.0126800537109375, lr : 0.05
tensor(0.2091, device='cuda:0') tensor(0.0173, device='cuda:0')
53, NMSE : 0.0125885009765625, lr : 0.05
tensor(0.4531, device='cuda:0') tensor(0.0305, device='cuda:0')
54, NMSE : 0.01250457763671875, lr : 0.05
tensor(0.1132, device='cuda:0') tensor(0.0460, device='cuda:0')
55, NMSE : 0.01239776611328125, lr : 0.05
tensor(0.1229, device='cuda:0') tensor(0.0093, device='cuda:0')
56, NMSE : 0.01230621337890625, lr : 0.05
tensor(0.6929, device='cuda:0') tensor(0.0333, device='cuda:0')
57, NMSE : 0.012237548828125, lr : 0.05
tensor(0.0324, device='cuda:0') tensor(0.0681, device='cuda:0')
58, NMSE : 0.01214599609375, lr : 0.05
tensor(0.1017, device='cuda:0') tensor(0.0425, device='cuda:0')
59, NMSE : 0.012054443359375, lr : 0.05
tensor(0.0922, device='cuda:0') tensor(0.0079, device='cuda:0')
60, NMSE : 0.0119781494140625, lr : 0.05
tensor(0.6666, device='cuda:0') tensor(0.0334, device='cuda:0')
61, NMSE : 0.0119171142578125, lr : 0.05
tensor(0.0260, device='cuda:0') tensor(0.0766, device='cuda:0')
62, NMSE : 0.0118255615234375, lr : 0.05
tensor(0.1325, device='cuda:0') tensor(0.0331, device='cuda:0')
63, NMSE : 0.01175689697265625, lr : 0.05
tensor(0.0030, device='cuda:0') tensor(0.0006, device='cuda:0')
64, NMSE : 0.01169586181640625, lr : 0.05
tensor(0.5001, device='cuda:0') tensor(0.0310, device='cuda:0')
65, NMSE : 0.0116424560546875, lr : 0.05
tensor(0.0446, device='cuda:0') tensor(0.0731, device='cuda:0')
66, NMSE : 0.0115509033203125, lr : 0.05
tensor(0.2201, device='cuda:0') tensor(0.0160, device='cuda:0')
67, NMSE : 0.0114898681640625, lr : 0.05
tensor(0.5241, device='cuda:0') tensor(0.0314, device='cuda:0')
68, NMSE : 0.01145172119140625, lr : 0.05
tensor(0.0424, device='cuda:0') tensor(0.0652, device='cuda:0')
69, NMSE : 0.01139068603515625, lr : 0.05
tensor(0.2379, device='cuda:0') tensor(0.0157, device='cuda:0')
70, NMSE : 0.01131439208984375, lr : 0.05
tensor(0.5712, device='cuda:0') tensor(0.0322, device='cuda:0')
71, NMSE : 0.01128387451171875, lr : 0.05
tensor(0.0298, device='cuda:0') tensor(0.0893, device='cuda:0')
72, NMSE : 0.01122283935546875, lr : 0.05
tensor(0.1938, device='cuda:0') tensor(0.0210, device='cuda:0')
73, NMSE : 0.01116180419921875, lr : 0.05
tensor(0.2317, device='cuda:0') tensor(0.0329, device='cuda:0')
74, NMSE : 0.01113128662109375, lr : 0.05
tensor(0.2078, device='cuda:0') tensor(0.0132, device='cuda:0')
75, NMSE : 0.011077880859375, lr : 0.05
tensor(0.6633, device='cuda:0') tensor(0.0330, device='cuda:0')
76, NMSE : 0.0110626220703125, lr : 0.05
tensor(0.0130, device='cuda:0') tensor(0.0842, device='cuda:0')
77, NMSE : 0.0110015869140625, lr : 0.05
tensor(0.1437, device='cuda:0') tensor(0.0331, device='cuda:0')
78, NMSE : 0.0109405517578125, lr : 0.05
tensor(0.0312, device='cuda:0') tensor(0.0030, device='cuda:0')
79, NMSE : 0.0109100341796875, lr : 0.05
tensor(0.7327, device='cuda:0') tensor(0.0339, device='cuda:0')
80, NMSE : 0.01090240478515625, lr : 0.05
tensor(0.0082, device='cuda:0') tensor(0.0731, device='cuda:0')
81, NMSE : 0.01085662841796875, lr : 0.05
tensor(0.0578, device='cuda:0') tensor(0.0549, device='cuda:0')
82, NMSE : 0.01079559326171875, lr : 0.05
tensor(0.2230, device='cuda:0') tensor(0.0119, device='cuda:0')
83, NMSE : 0.0107574462890625, lr : 0.05
tensor(0.7928, device='cuda:0') tensor(0.0350, device='cuda:0')
84, NMSE : 0.0107421875, lr : 0.05
tensor(0.0086, device='cuda:0') tensor(0.0483, device='cuda:0')
85, NMSE : 0.0106964111328125, lr : 0.05
tensor(0.0596, device='cuda:0') tensor(0.0511, device='cuda:0')
86, NMSE : 0.010650634765625, lr : 0.05
tensor(0.1616, device='cuda:0') tensor(0.0126, device='cuda:0')
87, NMSE : 0.0106048583984375, lr : 0.05
tensor(0.5814, device='cuda:0') tensor(0.0324, device='cuda:0')
88, NMSE : 0.01059722900390625, lr : 0.05
tensor(0.0452, device='cuda:0') tensor(0.0621, device='cuda:0')
89, NMSE : 0.0105438232421875, lr : 0.05
tensor(0.2214, device='cuda:0') tensor(0.0138, device='cuda:0')
90, NMSE : 0.010528564453125, lr : 0.05
tensor(0.6455, device='cuda:0') tensor(0.0332, device='cuda:0')
91, NMSE : 0.01050567626953125, lr : 0.05
tensor(0.0348, device='cuda:0') tensor(0.0621, device='cuda:0')
92, NMSE : 0.010467529296875, lr : 0.05
tensor(0.1998, device='cuda:0') tensor(0.0179, device='cuda:0')
93, NMSE : 0.01042938232421875, lr : 0.05
tensor(0.2835, device='cuda:0') tensor(0.0389, device='cuda:0')
94, NMSE : 0.010406494140625, lr : 0.05
tensor(0.1730, device='cuda:0') tensor(0.0090, device='cuda:0')
95, NMSE : 0.0103759765625, lr : 0.05
tensor(0.9106, device='cuda:0') tensor(0.0359, device='cuda:0')
96, NMSE : 0.0103759765625, lr : 0.05
tensor(0.0031, device='cuda:0') tensor(0.0283, device='cuda:0')
97, NMSE : 0.01033782958984375, lr : 0.05
tensor(0.0157, device='cuda:0') tensor(0.0559, device='cuda:0')
98, NMSE : 0.0102996826171875, lr : 0.05
tensor(0.2035, device='cuda:0') tensor(0.0226, device='cuda:0')
99, NMSE : 0.01025390625, lr : 0.05
tensor(-0.0089, device='cuda:0') tensor(-0.0008, device='cuda:0')
100, NMSE : 0.01025390625, lr : 0.05
tensor(1.0124, device='cuda:0') tensor(0.0365, device='cuda:0')
101, NMSE : 0.01025390625, lr : 0.05
tensor(0.0049, device='cuda:0') tensor(0.0469, device='cuda:0')
102, NMSE : 0.0102081298828125, lr : 0.05
tensor(0.0072, device='cuda:0') tensor(0.0389, device='cuda:0')
103, NMSE : 0.010162353515625, lr : 0.05
tensor(0.0553, device='cuda:0') tensor(0.0471, device='cuda:0')
104, NMSE : 0.01012420654296875, lr : 0.05
tensor(0.2044, device='cuda:0') tensor(0.0123, device='cuda:0')
105, NMSE : 0.01009368896484375, lr : 0.05
tensor(0.7169, device='cuda:0') tensor(0.0340, device='cuda:0')
106, NMSE : 0.01010894775390625, lr : 0.05
tensor(0.0182, device='cuda:0') tensor(0.0539, device='cuda:0')
107, NMSE : 0.01007080078125, lr : 0.05
tensor(0.1937, device='cuda:0') tensor(0.0204, device='cuda:0')
108, NMSE : 0.010040283203125, lr : 0.05
tensor(-0.0245, device='cuda:0') tensor(-0.0026, device='cuda:0')
109, NMSE : 0.0100250244140625, lr : 0.05
tensor(0.9688, device='cuda:0') tensor(0.0362, device='cuda:0')
110, NMSE : 0.010040283203125, lr : 0.05
tensor(0.0064, device='cuda:0') tensor(0.0450, device='cuda:0')
111, NMSE : 0.01000213623046875, lr : 0.05
tensor(0.0068, device='cuda:0') tensor(0.0637, device='cuda:0')
112, NMSE : 0.00997161865234375, lr : 0.05
tensor(0.1349, device='cuda:0') tensor(0.0272, device='cuda:0')
113, NMSE : 0.00992584228515625, lr : 0.05
tensor(0.1143, device='cuda:0') tensor(0.0064, device='cuda:0')
114, NMSE : 0.00992584228515625, lr : 0.05
tensor(1.0241, device='cuda:0') tensor(0.0366, device='cuda:0')
115, NMSE : 0.00992584228515625, lr : 0.05
tensor(0.0083, device='cuda:0') tensor(0.0305, device='cuda:0')
116, NMSE : 0.00989532470703125, lr : 0.05
tensor(0.0152, device='cuda:0') tensor(0.0417, device='cuda:0')
117, NMSE : 0.009857177734375, lr : 0.05
tensor(0.1059, device='cuda:0') tensor(0.0293, device='cuda:0')
118, NMSE : 0.00982666015625, lr : 0.05
tensor(0.1369, device='cuda:0') tensor(0.0076, device='cuda:0')
119, NMSE : 0.00981903076171875, lr : 0.05
tensor(0.9579, device='cuda:0') tensor(0.0362, device='cuda:0')
120, NMSE : 0.00982666015625, lr : 0.05
tensor(0.0089, device='cuda:0') tensor(0.0488, device='cuda:0')
121, NMSE : 0.00980377197265625, lr : 0.05
tensor(0.0180, device='cuda:0') tensor(0.0735, device='cuda:0')
122, NMSE : 0.009765625, lr : 0.05
tensor(0.1350, device='cuda:0') tensor(0.0206, device='cuda:0')
123, NMSE : 0.009735107421875, lr : 0.05
tensor(0.0552, device='cuda:0') tensor(0.0039, device='cuda:0')
124, NMSE : 0.009735107421875, lr : 0.05
tensor(1.0031, device='cuda:0') tensor(0.0363, device='cuda:0')
125, NMSE : 0.0097503662109375, lr : 0.05
tensor(0.0184, device='cuda:0') tensor(0.0303, device='cuda:0')
126, NMSE : 0.0097198486328125, lr : 0.05
tensor(0.0250, device='cuda:0') tensor(0.0432, device='cuda:0')
127, NMSE : 0.0096893310546875, lr : 0.05
tensor(0.1110, device='cuda:0') tensor(0.0255, device='cuda:0')
128, NMSE : 0.0096588134765625, lr : 0.05
tensor(0.1168, device='cuda:0') tensor(0.0068, device='cuda:0')
129, NMSE : 0.0096588134765625, lr : 0.05
tensor(0.9772, device='cuda:0') tensor(0.0363, device='cuda:0')
130, NMSE : 0.009674072265625, lr : 0.05
tensor(0.0163, device='cuda:0') tensor(0.0281, device='cuda:0')
131, NMSE : 0.00965118408203125, lr : 0.05
tensor(0.0299, device='cuda:0') tensor(0.0440, device='cuda:0')
132, NMSE : 0.00960540771484375, lr : 0.05
tensor(0.1335, device='cuda:0') tensor(0.0210, device='cuda:0')
133, NMSE : 0.0095977783203125, lr : 0.05
tensor(0.0720, device='cuda:0') tensor(0.0048, device='cuda:0')
134, NMSE : 0.0095977783203125, lr : 0.05
tensor(1.0145, device='cuda:0') tensor(0.0366, device='cuda:0')
135, NMSE : 0.00960540771484375, lr : 0.05
tensor(0.0134, device='cuda:0') tensor(0.0301, device='cuda:0')
136, NMSE : 0.00958251953125, lr : 0.05
tensor(0.0226, device='cuda:0') tensor(0.0396, device='cuda:0')
137, NMSE : 0.009552001953125, lr : 0.05
tensor(0.1224, device='cuda:0') tensor(0.0249, device='cuda:0')
138, NMSE : 0.00952911376953125, lr : 0.05
tensor(0.1081, device='cuda:0') tensor(0.0063, device='cuda:0')
139, NMSE : 0.00952911376953125, lr : 0.05
tensor(1.0007, device='cuda:0') tensor(0.0366, device='cuda:0')
140, NMSE : 0.00954437255859375, lr : 0.05
tensor(0.0114, device='cuda:0') tensor(0.0309, device='cuda:0')
141, NMSE : 0.00952911376953125, lr : 0.05
tensor(0.0201, device='cuda:0') tensor(0.0608, device='cuda:0')
142, NMSE : 0.00949859619140625, lr : 0.05
tensor(0.1185, device='cuda:0') tensor(0.0231, device='cuda:0')
143, NMSE : 0.00946807861328125, lr : 0.05
tensor(0.0861, device='cuda:0') tensor(0.0054, device='cuda:0')
144, NMSE : 0.00946807861328125, lr : 0.05
tensor(0.9948, device='cuda:0') tensor(0.0367, device='cuda:0')
145, NMSE : 0.00949859619140625, lr : 0.05
tensor(0.0062, device='cuda:0') tensor(0.0396, device='cuda:0')
146, NMSE : 0.00946807861328125, lr : 0.05
tensor(0.0156, device='cuda:0') tensor(0.0513, device='cuda:0')
147, NMSE : 0.0094451904296875, lr : 0.05
tensor(0.1276, device='cuda:0') tensor(0.0222, device='cuda:0')
148, NMSE : 0.009429931640625, lr : 0.05
tensor(0.0847, device='cuda:0') tensor(0.0055, device='cuda:0')
149, NMSE : 0.009429931640625, lr : 0.05
tensor(0.9823, device='cuda:0') tensor(0.0364, device='cuda:0')
150, NMSE : 0.0094451904296875, lr : 0.05
tensor(0.0120, device='cuda:0') tensor(0.0335, device='cuda:0')
151, NMSE : 0.009429931640625, lr : 0.05
tensor(0.0276, device='cuda:0') tensor(0.0439, device='cuda:0')
152, NMSE : 0.00940704345703125, lr : 0.05
tensor(0.1511, device='cuda:0') tensor(0.0191, device='cuda:0')
153, NMSE : 0.00939178466796875, lr : 0.05
tensor(0.0035, device='cuda:0') tensor(0.0003, device='cuda:0')
154, NMSE : 0.00939178466796875, lr : 0.05
tensor(0.9486, device='cuda:0') tensor(0.0359, device='cuda:0')
155, NMSE : 0.0094146728515625, lr : 0.05
tensor(0.0133, device='cuda:0') tensor(0.0310, device='cuda:0')
156, NMSE : 0.00939178466796875, lr : 0.05
tensor(0.0294, device='cuda:0') tensor(0.0491, device='cuda:0')
157, NMSE : 0.00936126708984375, lr : 0.05
tensor(0.2418, device='cuda:0') tensor(0.0160, device='cuda:0')
158, NMSE : 0.0093536376953125, lr : 0.05
tensor(0.5590, device='cuda:0') tensor(0.0321, device='cuda:0')
159, NMSE : 0.00936126708984375, lr : 0.05
tensor(0.2443, device='cuda:0') tensor(0.0216, device='cuda:0')
160, NMSE : 0.0093536376953125, lr : 0.05
tensor(0.2778, device='cuda:0') tensor(0.0298, device='cuda:0')
161, NMSE : 0.00936126708984375, lr : 0.05
tensor(0.3610, device='cuda:0') tensor(0.0125, device='cuda:0')
162, NMSE : 0.00933837890625, lr : 0.05
tensor(1.0991, device='cuda:0') tensor(0.0367, device='cuda:0')
163, NMSE : 0.00936126708984375, lr : 0.05
tensor(0.0155, device='cuda:0') tensor(0.0358, device='cuda:0')
164, NMSE : 0.00933837890625, lr : 0.05
tensor(0.0189, device='cuda:0') tensor(0.0485, device='cuda:0')
165, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.2581, device='cuda:0') tensor(0.0182, device='cuda:0')
166, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.4540, device='cuda:0') tensor(0.0315, device='cuda:0')
167, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.3364, device='cuda:0') tensor(0.0157, device='cuda:0')
168, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.7560, device='cuda:0') tensor(0.0334, device='cuda:0')
169, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.0110, device='cuda:0') tensor(0.0390, device='cuda:0')
170, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.3141, device='cuda:0') tensor(0.0187, device='cuda:0')
171, NMSE : 0.00927734375, lr : 0.05
tensor(0.5385, device='cuda:0') tensor(0.0303, device='cuda:0')
172, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.2851, device='cuda:0') tensor(0.0230, device='cuda:0')
173, NMSE : 0.00927734375, lr : 0.05
tensor(0.3272, device='cuda:0') tensor(0.0270, device='cuda:0')
174, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.4235, device='cuda:0') tensor(0.0140, device='cuda:0')
175, NMSE : 0.00927734375, lr : 0.05
tensor(1.0779, device='cuda:0') tensor(0.0365, device='cuda:0')
176, NMSE : 0.009307861328125, lr : 0.05
tensor(0.0016, device='cuda:0') tensor(0.0097, device='cuda:0')
177, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.0142, device='cuda:0') tensor(0.0575, device='cuda:0')
178, NMSE : 0.00926971435546875, lr : 0.05
tensor(0.1712, device='cuda:0') tensor(0.0253, device='cuda:0')
179, NMSE : 0.00925445556640625, lr : 0.05
tensor(0.0468, device='cuda:0') tensor(0.0032, device='cuda:0')
180, NMSE : 0.00926971435546875, lr : 0.05
tensor(1.0253, device='cuda:0') tensor(0.0359, device='cuda:0')
181, NMSE : 0.009307861328125, lr : 0.05
tensor(0.0119, device='cuda:0') tensor(0.0346, device='cuda:0')
182, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.0142, device='cuda:0') tensor(0.0244, device='cuda:0')
183, NMSE : 0.00927734375, lr : 0.05
tensor(0.1699, device='cuda:0') tensor(0.0271, device='cuda:0')
184, NMSE : 0.00926971435546875, lr : 0.05
tensor(0.0973, device='cuda:0') tensor(0.0060, device='cuda:0')
185, NMSE : 0.00927734375, lr : 0.05
tensor(0.9884, device='cuda:0') tensor(0.0355, device='cuda:0')
186, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.0175, device='cuda:0') tensor(0.0333, device='cuda:0')
187, NMSE : 0.009307861328125, lr : 0.05
tensor(0.0201, device='cuda:0') tensor(0.0461, device='cuda:0')
188, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.1515, device='cuda:0') tensor(0.0220, device='cuda:0')
189, NMSE : 0.0092926025390625, lr : 0.05
tensor(0.0387, device='cuda:0') tensor(0.0029, device='cuda:0')
190, NMSE : 0.0093231201171875, lr : 0.05
tensor(0.9830, device='cuda:0') tensor(0.0351, device='cuda:0')
191, NMSE : 0.00937652587890625, lr : 0.05
tensor(0.0175, device='cuda:0') tensor(0.0256, device='cuda:0')
192, NMSE : 0.00936126708984375, lr : 0.05
tensor(0.0162, device='cuda:0') tensor(0.0333, device='cuda:0')
193, NMSE : 0.00937652587890625, lr : 0.05
tensor(0.0913, device='cuda:0') tensor(0.0326, device='cuda:0')
194, NMSE : 0.00937652587890625, lr : 0.05
tensor(0.1049, device='cuda:0') tensor(0.0066, device='cuda:0')
195, NMSE : 0.00940704345703125, lr : 0.05
tensor(0.9024, device='cuda:0') tensor(0.0355, device='cuda:0')
